Year,State,Sex,Age,Uncontrolled_Direct Costs,Uncontrolled_Indirect Costs,Uncontrolled_QALYs_Lost
19,New Hampshire,Female,65 to 69 years,2106634.05523948,7956798.99055315,105.821733
19,New Hampshire,Female,70 to 74 years,1895951.59565083,0,95.23860254
19,New Hampshire,Female,75 to 79 years,1451869.04653748,0,72.93117576
19,New Hampshire,Female,80 to 84 years,1014356.11034039,0,50.95375781
19,New Hampshire,Female,85 and over,814373.663751942,0,40.90811699
19,New Hampshire,Female,Total,32747077.4983355,104134432.608218,1644.971267
19,New Hampshire,Male,15 to 19 years,1714934.61338064,8180581.34700106,86.14564655
19,New Hampshire,Male,20 to 24 years,1010417.88110203,4819895.52623541,50.75593027
19,New Hampshire,Male,25 to 29 years,991171.957576521,4728088.61898066,49.78915724
19,New Hampshire,Male,30 to 34 years,1049096.14532662,5004398.58797391,52.69884054
19,New Hampshire,Male,35 to 39 years,1211694.43835034,5780024.98946216,60.86657765
19,New Hampshire,Male,40 to 44 years,1342922.25835964,6406007.9559261,67.45849393
19,New Hampshire,Male,45 to 49 years,1372963.89202237,6549312.56127793,68.96756368
19,New Hampshire,Male,50 to 54 years,1261219.84344677,6016271.08419565,63.35436815
19,New Hampshire,Male,55 to 59 years,1194723.38762715,5699069.68078629,60.01407743
19,New Hampshire,Male,60 to 64 years,1194482.21918088,5697919.25902812,60.00196291
19,New Hampshire,Male,65 to 69 years,1023203.32393607,4880884.64753788,51.39817647
19,New Hampshire,Male,70 to 74 years,924170.516153132,0,46.42349977
19,New Hampshire,Male,75 to 79 years,713322.393036286,0,35.83204763
19,New Hampshire,Male,80 to 84 years,501742.116007407,0,25.20381748
19,New Hampshire,Male,85 and over,400690.389125921,0,20.1277252
19,New Hampshire,Male,Total,15906755.3746318,63762454.2584052,799.0378849
19,New Jeresy,Female,15 to 19 years,15632574.4218353,62562744.8395883,728.8219283
19,New Jeresy,Female,20 to 24 years,11043464.1743018,44196778.6391555,514.8684175
19,New Jeresy,Female,25 to 29 years,11898601.7786057,47619103.9898714,554.7366453
19,New Jeresy,Female,30 to 34 years,12770235.303052,51107447.2602794,595.3739459
19,New Jeresy,Female,35 to 39 years,14389500.9261822,57587870.7192531,670.8673523
19,New Jeresy,Female,40 to 44 years,16155717.5833908,64656403.3278061,753.2119102
19,New Jeresy,Female,45 to 49 years,16670603.3318547,66717015.0244754,777.216915
19,New Jeresy,Female,50 to 54 years,15353045.4759702,61444048.8626152,715.789729
19,New Jeresy,Female,55 to 59 years,14137601.9846113,56579752.1086135,659.1233191
19,New Jeresy,Female,60 to 64 years,13736067.9440543,54972782.5176876,640.402998
19,New Jeresy,Female,65 to 69 years,11239289.8407166,44980487.7628321,523.9982023
19,New Jeresy,Female,70 to 74 years,9604536.45053516,0,447.7827252
19,New Jeresy,Female,75 to 79 years,6954421.52786807,0,324.2290599
19,New Jeresy,Female,80 to 84 years,4574902.63062961,0,213.2911232
19,New Jeresy,Female,85 and over,3844849.7553329,0,179.254596
19,New Jeresy,Female,Total,178005413.128941,612424435.052178,8298.968867
19,New Jeresy,Male,15 to 19 years,12854083.0007213,64775430.8664961,599.2830935
19,New Jeresy,Male,20 to 24 years,6990228.09627762,35225775.0915458,325.8984338
19,New Jeresy,Male,25 to 29 years,6919613.55967334,34869928.0790655,322.6062427
19,New Jeresy,Male,30 to 34 years,7331942.88970867,36947774.4731205,341.8298618
19,New Jeresy,Male,35 to 39 years,7924561.4726396,39934150.4010408,369.4589271
19,New Jeresy,Male,40 to 44 years,8367873.4698347,42168127.3891299,390.1270202
19,New Jeresy,Male,45 to 49 years,8122071.91122154,40929462.4555108,378.6672593
19,New Jeresy,Male,50 to 54 years,7178896.86128277,36176531.4032619,334.6945495
19,New Jeresy,Male,55 to 59 years,6656165.92012459,33542339.4551571,310.3237861
19,New Jeresy,Male,60 to 64 years,6517045.11758189,32841269.6140264,303.8376956
19,New Jeresy,Male,65 to 69 years,5149880.18504786,25951731.2809158,240.0977283
19,New Jeresy,Male,70 to 74 years,4330233.98373639,0,201.8841809
19,New Jeresy,Male,75 to 79 years,3185994.64816415,0,148.5374514
19,New Jeresy,Male,80 to 84 years,2186131.72935199,0,101.9218396
19,New Jeresy,Male,85 and over,1571597.86179783,0,73.27103989
19,New Jeresy,Male,Total,95286320.7071642,423362520.509271,4442.43911
19,New Mexico,Female,15 to 19 years,5582598.63411566,17862660.2997011,242.2095795
19,New Mexico,Female,20 to 24 years,4384660.78648344,14029614.3949423,190.2352139
19,New Mexico,Female,25 to 29 years,4440054.29279424,14206857.1900794,192.6385459
19,New Mexico,Female,30 to 34 years,4502076.6964627,14405310.4911873,195.3294827
19,New Mexico,Female,35 to 39 years,4697745.29345222,15031391.9826962,203.8188641
19,New Mexico,Female,40 to 44 years,4746577.08317148,15187639.2303939,205.9375059
19,New Mexico,Female,45 to 49 years,5145505.57372752,16464092.1115178,223.2456286
19,New Mexico,Female,50 to 54 years,5058023.96100843,16184176.8905091,219.450105
19,New Mexico,Female,55 to 59 years,5110539.12060702,16352209.8296428,221.7285556
19,New Mexico,Female,60 to 64 years,4978231.60401162,15928865.0078249,215.9881916
19,New Mexico,Female,65 to 69 years,4163959.2023134,13323434.7671353,180.6597381
19,New Mexico,Female,70 to 74 years,3694748.88464973,0,160.3023309
19,New Mexico,Female,75 to 79 years,2512150.43090503,0,108.9934884
19,New Mexico,Female,80 to 84 years,1521955.47392651,0,66.03236584
19,New Mexico,Female,85 and over,1183624.25929139,0,51.35334867
19,New Mexico,Female,Total,61722451.2969204,168976252.19563,2677.922945
19,New Mexico,Male,15 to 19 years,4106669.23023427,16113729.8513536,178.1741251
19,New Mexico,Male,20 to 24 years,2467605.64496936,9682379.68862254,107.0608447
19,New Mexico,Male,25 to 29 years,2358398.48701311,9253873.14414958,102.3227252
19,New Mexico,Male,30 to 34 years,2315696.80052829,9086320.46297727,100.4700472
19,New Mexico,Male,35 to 39 years,2288939.63135468,8981330.80554975,99.3091465
19,New Mexico,Male,40 to 44 years,2257634.31556441,8858495.15133103,97.95091749
19,New Mexico,Male,45 to 49 years,2357894.30482767,9251894.83640757,102.3008505
19,New Mexico,Male,50 to 54 years,2261451.48300639,8873472.93539617,98.11653114
19,New Mexico,Male,55 to 59 years,2282014.89282715,8954159.5483415,99.00870613
19,New Mexico,Male,60 to 64 years,2319259.33384795,9100299.11484356,100.6246132
19,New Mexico,Male,65 to 69 years,1893302.59904089,7428932.0365035,82.14382878
19,New Mexico,Male,70 to 74 years,1682483.46199318,0,72.99711811
19,New Mexico,Male,75 to 79 years,1217010.67394083,0,52.80186932
19,New Mexico,Male,80 to 84 years,802445.000675965,0,34.81530357
19,New Mexico,Male,85 and over,601969.26521554,0,26.11735719
19,New Mexico,Male,Total,31212775.1250397,105584887.575476,1354.213984
19,New York,Female,15 to 19 years,36629580.1494333,133691179.26149,1755.050327
19,New York,Female,20 to 24 years,31229102.3098198,113980435.976745,1496.294688
19,New York,Female,25 to 29 years,33744524.5564376,123161261.012658,1616.817299
19,New York,Female,30 to 34 years,33859518.346905,123580967.036932,1622.327051
19,New York,Female,35 to 39 years,35829088.327063,130769532.458953,1716.695985
19,New York,Female,40 to 44 years,39265718.3602555,143312595.19537,1881.356858
19,New York,Female,45 to 49 years,40642213.9279888,148336548.92205,1947.309539
19,New York,Female,50 to 54 years,38081837.2305705,138991648.471784,1824.633004
19,New York,Female,55 to 59 years,36332583.9416637,132607198.143199,1740.820207
19,New York,Female,60 to 64 years,35372997.5620934,129104885.690677,1694.843093
19,New York,Female,65 to 69 years,27891558.4571281,101799019.436261,1336.381378
19,New York,Female,70 to 74 years,23702356.4763363,0,1135.66217
19,New York,Female,75 to 79 years,16803515.1584604,0,805.1147364
19,New York,Female,80 to 84 years,11276576.0094791,0,540.2998977
19,New York,Female,85 and over,9267429.47766711,0,444.0347136
19,New York,Female,Total,449928600.291301,1419335271.60612,21557.64095
19,New York,Male,15 to 19 years,30558260.9254858,134556019.197469,1464.152349
19,New York,Male,20 to 24 years,19319508.8109235,85068852.733051,925.6647253
19,New York,Male,25 to 29 years,18924019.4272656,83327409.486996,906.7154562
19,New York,Male,30 to 34 years,19013259.9078389,83720358.6749913,910.9912774
19,New York,Male,35 to 39 years,19180054.7819394,84454800.1517567,918.9829988
19,New York,Male,40 to 44 years,20040555.7105065,88243810.9120895,960.212585
19,New York,Male,45 to 49 years,19680528.3943697,86658516.4288776,942.9624267
19,New York,Male,50 to 54 years,18131194.7300932,79836394.8826934,868.7284731
19,New York,Male,55 to 59 years,16952824.7372504,74647723.4538676,812.2686766
19,New York,Male,60 to 64 years,16310716.3082095,71820352.0168749,781.503033
19,New York,Male,65 to 69 years,12627469.5753574,55602052.8373779,605.0258974
19,New York,Male,70 to 74 years,10815333.4152978,0,518.200164
19,New York,Male,75 to 79 years,7863503.25180874,0,376.7677351
19,New York,Male,80 to 84 years,5208176.73272162,0,249.5418249
19,New York,Male,85 and over,3628112.7433125,0,173.8354747
19,New York,Male,Total,238253519.45238,927936290.776045,11415.5531
19,North Carolina,Female,15 to 19 years,11295902.3342817,35425088.5214324,543.2322871
19,North Carolina,Female,20 to 24 years,9211124.14222098,28887013.9333433,442.9730257
19,North Carolina,Female,25 to 29 years,9793041.27160324,30711964.7173051,470.9580563
19,North Carolina,Female,30 to 34 years,10780077.290828,33807409.1820438,518.4256971
19,North Carolina,Female,35 to 39 years,12051190.8204658,37793749.3588308,579.5549358
19,North Carolina,Female,40 to 44 years,11990430.1599785,37603197.8019312,576.6328892
19,North Carolina,Female,45 to 49 years,12144462.8776608,38086259.9334556,584.0404909
19,North Carolina,Female,50 to 54 years,11535820.4678354,36177495.9757039,554.7702123
19,North Carolina,Female,55 to 59 years,11759226.8465609,36878120.9021946,565.5140692
19,North Carolina,Female,60 to 64 years,12105089.2975309,37962780.4167042,582.1469724
19,North Carolina,Female,65 to 69 years,10142297.0310745,31807265.9893726,487.7541475
19,North Carolina,Female,70 to 74 years,8570883.89238667,0,412.1831724
19,North Carolina,Female,75 to 79 years,5919980.3492152,0,284.6983242
19,North Carolina,Female,80 to 84 years,3697202.15612364,0,177.8024919
19,North Carolina,Female,85 and over,2885697.59353768,0,138.7763507
19,North Carolina,Female,Total,143882426.531304,385140346.732318,6919.463123
19,North Carolina,Male,15 to 19 years,8961824.40264492,34725906.9811012,430.9839288
19,North Carolina,Male,20 to 24 years,5595133.37438326,21680415.9930142,269.0760782
19,North Carolina,Male,25 to 29 years,5489282.69816251,21270258.3542143,263.9856035
19,North Carolina,Male,30 to 34 years,5667601.94917054,21961222.3192767,272.5611711
19,North Carolina,Male,35 to 39 years,6052086.58458563,23451050.403963,291.0514574
19,North Carolina,Male,40 to 44 years,5796360.22740728,22460143.9441833,278.7532974
19,North Carolina,Male,45 to 49 years,5319293.38218445,20611571.8067862,255.8106315
19,North Carolina,Male,50 to 54 years,4717226.16732483,18278639.4528097,226.8565612
19,North Carolina,Male,55 to 59 years,4776321.38880555,18507625.7698772,229.698515
19,North Carolina,Male,60 to 64 years,5173613.47875866,20047081.079442,248.8047258
19,North Carolina,Male,65 to 69 years,4410556.31620938,17090333.5627055,212.108473
19,North Carolina,Male,70 to 74 years,3773402.2663066,0,181.4670385
19,North Carolina,Male,75 to 79 years,2590307.31351219,0,124.5707093
19,North Carolina,Male,80 to 84 years,1592114.78941096,0,76.56654004
19,North Carolina,Male,85 and over,1041817.13001399,0,50.10212425
19,North Carolina,Male,Total,70956941.4688807,240084249.667373,3412.396855
19,North Dakota,Female,15 to 19 years,1479014.26288099,4710698.80051479,70.15217339
19,North Dakota,Female,20 to 24 years,1396337.28838443,4447370.49167719,66.23066324
19,North Dakota,Female,25 to 29 years,1290711.50029606,4110949.61613939,61.22065164
19,North Dakota,Female,30 to 34 years,1204997.1543279,3837947.20035973,57.15507377
19,North Dakota,Female,35 to 39 years,1146056.13083847,3650218.51131252,54.35940033
19,North Dakota,Female,40 to 44 years,1114654.53790408,3550203.62309762,52.86996912
19,North Dakota,Female,45 to 49 years,1250755.55753111,3983688.90177034,59.32547301
19,North Dakota,Female,50 to 54 years,1365533.63907298,4349260.0694151,64.76959352
19,North Dakota,Female,55 to 59 years,1434232.79151876,4568068.65236436,68.02811169
19,North Dakota,Female,60 to 64 years,1402410.65912374,4466714.33505638,66.51873359
19,North Dakota,Female,65 to 69 years,1290989.58238629,4111835.31481166,61.23384155
19,North Dakota,Female,70 to 74 years,1311236.03850351,0,62.19416556
19,North Dakota,Female,75 to 79 years,1049204.12150728,0,49.76554405
19,North Dakota,Female,80 to 84 years,753825.983620036,0,35.75525432
19,North Dakota,Female,85 and over,622293.841350082,0,29.51646009
19,North Dakota,Female,Total,18112253.0892457,45786955.5165191,859.0951089
19,North Dakota,Male,15 to 19 years,1071210.13005143,4370918.4876613,50.80932663
19,North Dakota,Male,20 to 24 years,860735.897826348,3512108.72942576,40.8261742
19,North Dakota,Male,25 to 29 years,803980.506380074,3280526.53767122,38.13416902
19,North Dakota,Male,30 to 34 years,758659.195575426,3095599.46339909,35.98450182
19,North Dakota,Male,35 to 39 years,700074.001657011,2856551.02647951,33.20570598
19,North Dakota,Male,40 to 44 years,659963.68359046,2692886.65674969,31.30320506
19,North Dakota,Male,45 to 49 years,662173.792783422,2701904.68865609,31.40803432
19,North Dakota,Male,50 to 54 years,653974.512258086,2668448.7066519,31.01912843
19,North Dakota,Male,55 to 59 years,696786.730321555,2843137.78975683,33.04978508
19,North Dakota,Male,60 to 64 years,705530.638904683,2878816.0480259,33.4645236
19,North Dakota,Male,65 to 69 years,681640.776816317,2781336.91023553,32.33138663
19,North Dakota,Male,70 to 74 years,718638.679215989,0,34.08626035
19,North Dakota,Male,75 to 79 years,604993.221296963,0,28.69586212
19,North Dakota,Male,80 to 84 years,460227.634474801,0,21.829383
19,North Dakota,Male,85 and over,384107.973897266,0,18.21889745
19,North Dakota,Male,Total,10422697.3750498,33682235.0447128,494.3663437
19,Ohio,Female,15 to 19 years,18089861.462955,58767241.5680164,895.6947912
19,Ohio,Female,20 to 24 years,14383410.3971613,46726358.5800739,712.1749273
19,Ohio,Female,25 to 29 years,14799117.0492359,48076835.1049453,732.7580746
19,Ohio,Female,30 to 34 years,15342432.8350225,49841866.3129743,759.6596139
19,Ohio,Female,35 to 39 years,17175132.7171748,55795627.5906203,850.4032463
19,Ohio,Female,40 to 44 years,18448769.5996124,59933200.8104829,913.4656375
19,Ohio,Female,45 to 49 years,19703298.7675604,64008700.1623104,975.5819364
19,Ohio,Female,50 to 54 years,19317256.9629639,62754593.7097798,956.4676035
19,Ohio,Female,55 to 59 years,18834791.2457374,61187241.775626,932.5789723
19,Ohio,Female,60 to 64 years,18339001.5249005,59576605.1020932,908.0306212
19,Ohio,Female,65 to 69 years,14766974.2944524,47972415.2320299,731.16657
19,Ohio,Female,70 to 74 years,13096196.5221544,0,648.4402898
19,Ohio,Female,75 to 79 years,9464160.66940897,0,468.6049936
19,Ohio,Female,80 to 84 years,6367407.84926159,0,315.2735059
19,Ohio,Female,85 and over,4890463.06561152,0,242.1446015
19,Ohio,Female,Total,223018274.963213,614640685.948952,11042.44538
19,Ohio,Male,15 to 19 years,13751710.5792592,53958898.7680762,680.8971733
19,Ohio,Male,20 to 24 years,7768938.9156489,30483726.811203,384.668403
19,Ohio,Male,25 to 29 years,7427691.0973717,29144740.1902208,367.7719832
19,Ohio,Male,30 to 34 years,7721261.62769132,30296650.8878397,382.3077272
19,Ohio,Male,35 to 39 years,8203463.10092038,32188710.8122993,406.1832748
19,Ohio,Male,40 to 44 years,8330277.1487236,32686303.1902326,412.4622992
19,Ohio,Male,45 to 49 years,8266580.30719705,32436369.8162012,409.3084371
19,Ohio,Male,50 to 54 years,7946362.29739682,31179899.8610681,393.4532795
19,Ohio,Male,55 to 59 years,7914590.15039556,31055232.4566892,391.880125
19,Ohio,Male,60 to 64 years,7842428.58337778,30772085.2316792,388.3071436
19,Ohio,Male,65 to 69 years,6144909.63321875,24111368.1768373,304.2568105
19,Ohio,Male,70 to 74 years,5392759.03632589,0,267.0151006
19,Ohio,Male,75 to 79 years,3898603.88305395,0,193.0340483
19,Ohio,Male,80 to 84 years,2626598.15595692,0,130.0524214
19,Ohio,Male,85 and over,1755246.84964588,0,86.90865122
19,Ohio,Male,Total,104991421.366184,358313986.202347,5198.506878
19,Oklahama,Female,15 to 19 years,6194478.93897147,19123444.7659307,310.8639294
19,Oklahama,Female,20 to 24 years,5228175.17730417,16140295.2879177,262.3709105
19,Oklahama,Female,25 to 29 years,5479147.229402,16915090.1049426,274.9657
19,Oklahama,Female,30 to 34 years,5370951.30885143,16581070.2897277,269.5359924
19,Oklahama,Female,35 to 39 years,5532967.05235687,17081241.3537772,277.6665957
19,Oklahama,Female,40 to 44 years,5420990.77512385,16735550.913329,272.0471746
19,Oklahama,Female,45 to 49 years,5906760.97330181,18235208.8579783,296.4250818
19,Oklahama,Female,50 to 54 years,5787023.48400028,17865558.1923407,290.4161718
19,Oklahama,Female,55 to 59 years,5686264.70989463,17554498.1548015,285.3596902
19,Oklahama,Female,60 to 64 years,5694043.68667362,17578513.2227731,285.7500707
19,Oklahama,Female,65 to 69 years,5235031.23532474,16161461.1435385,262.7149751
19,Oklahama,Female,70 to 74 years,4838453.15820765,0,242.8130882
19,Oklahama,Female,75 to 79 years,3558070.30482545,0,178.5583141
19,Oklahama,Female,80 to 84 years,2213468.42415111,0,111.0807703
19,Oklahama,Female,85 and over,1647503.31408071,0,82.67835906
19,Oklahama,Female,Total,73793329.7724698,189971932.287057,3703.246824
19,Oklahama,Male,15 to 19 years,5242139.06828009,19491897.3806471,263.0716748
19,Oklahama,Male,20 to 24 years,3269492.39156797,12156985.7939992,164.0763108
19,Oklahama,Male,25 to 29 years,3203697.41245265,11912339.6744718,160.7744535
19,Oklahama,Male,30 to 34 years,3056168.94853031,11363783.1325634,153.3708804
